epoch, wall, LR,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_H_f_rmse,validation_O_f_rmse,validation_psavg_f_rmse,validation_H_f_mae,validation_O_f_mae,validation_psavg_f_mae,validation_e/N_mae
         0,   19.342,   0.0005,           1.0624,        0.0027854,           1.0651,        0.741,        0.887,         1.08,        0.985,         0.68,        0.862,        0.771,       0.0484
